App Name,App Id,Category,Rating,Rating Count,Installs,Minimum Installs,Maximum Installs,Free,Price,Currency,Size,Minimum Android,Developer Id,Developer Website,Developer Email,Released,Last Updated,Content Rating,Privacy Policy,Ad Supported,In App Purchases,Editors Choice,Scraped Time
FIA Annual General Assembly,com.tapcrowd.fiaannualgeneralassembly7904,Business,0,0,100+,100,109,TRUE,0,USD,17M,4.1 and up,Aventri,,itservices@fia.com,"Nov 16, 2018","Nov 27, 2019",Everyone,https://www.aventri.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Shradhanjali Photo Maker - શ્રદ્ધાંજલિ કાર્ડ,com.shradhanjalicardmaker.photo.maker,Art & Design,5,9,"1,000+",1000,1587,TRUE,0,USD,11M,5.0 and up,Tech2tips,,gujaratimanch3377@gmail.com,"May 9, 2021","May 27, 2021",Everyone,https://thisismyprivacypolicy.blogspot.com/p/shradhanjali-maker.html,TRUE,FALSE,FALSE,16-06-2021 02:48
시간을 알차게,com.timeblocks.sial,Lifestyle,2.1,21,"1,000+",1000,2543,TRUE,0,USD,21M,5.0 and up,"TimeBlocks, inc.",http://sial.timeblocks.com,support@timeblocks.com,,"Jul 23, 2020",Everyone,https://timeblocks.com/legal/privacy,FALSE,FALSE,FALSE,16-06-2021 02:48
Master Password,br.com.fornaro.masterpassword,Productivity,4.1,9,"1,000+",1000,2261,TRUE,0,USD,3.6M,4.4 and up,Douglas Fornaro,https://douglasfornaro91.wixsite.com/site,douglasfornaro91@gmail.com,"Jun 3, 2018","Jun 24, 2018",Everyone,https://douglasfornaro91.wixsite.com/masterpassword,TRUE,FALSE,FALSE,16-06-2021 02:48
Process Control AR,com.atlascopco.synatec.par.external,Entertainment,0,0,50+,50,57,TRUE,0,USD,84M,7.0 and up,Atlas Copco AB,,atlascopco.deutschland@de.atlascopco.com,"Feb 23, 2021","Mar 14, 2021",Everyone,https://www.atlascopco.com/privacyportal/en,FALSE,FALSE,FALSE,16-06-2021 02:48
كتاب الله وعترتي,com.mehdok.papyrus.fanoos.alborhans,Books & Reference,4.7,614,"50,000+",50000,63201,TRUE,0,USD,33M,5.0 and up,papyrus,http://amorphteam.com/PrivacyPolicy.html,info@amorphteam.com,"Nov 9, 2019","Nov 17, 2020",Everyone,http://amorphteam.com/PrivacyPolicy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Counters,net.topplegeisteam.counters,Card,4.4,65,"5,000+",5000,8051,TRUE,0,USD,5.1M,4.4 and up,Topplegeist Team,https://github.com/topplegeist,topplegeist.team@gmail.com,"Oct 25, 2018","Jan 13, 2020",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Creative Wallpaper Best 4K,com.wallpaper.creativewallpaper.wallpaperhd,Personalization,3.9,7,100+,100,299,TRUE,0,USD,21M,4.1 and up,FunSun,,jahanali1071@gmail.com,"Aug 2, 2019","Mar 30, 2021",Everyone,https://firebasestorage.googleapis.com/v0/b/jahan11.appspot.com/o/FunSun.txt?alt=media&token=31b4c20c-388f-49bd-8da9-c596b715ae8c,TRUE,FALSE,FALSE,16-06-2021 02:48
Conlin Connect,com.conlintravel.app,Travel & Local,0,0,10+,10,15,TRUE,0,USD,46M,5.0 and up,"Conlin Travel, Inc.",,mobile@conlintravel.com,"Jan 15, 2020","Mar 01, 2021",Everyone,http://conlintravel.com/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Agente Tecki,com.tecki.agent,Business,0,0,50+,50,64,TRUE,0,USD,38M,4.1 and up,TECKI,http://www.tecki.com,alex@tecki.com,"Oct 25, 2018","Apr 02, 2019",Everyone,https://www.tecki.com/politica-de-privacidad,FALSE,FALSE,FALSE,16-06-2021 02:48
Zero Friction DistancePro,com.zerofriction.zerofriction,Sports,2.1,13,"1,000+",1000,1372,TRUE,0,USD,8.5M,4.1 and up,Zero Friction,http://www.zerofriction.com,distancepro@zerofriction.com,"Nov 29, 2016","Feb 04, 2019",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Dalang Statistik,com.achmadsalam.dalang_stat,Education,0,0,50+,50,81,TRUE,0,USD,5.0M,5.0 and up,BPS Kab. Pemalang,https://pemalangkab.bps.go.id/,bps3327@bps.go.id,"Oct 30, 2019","Feb 17, 2021",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Video to MP3 Converter - Media Converter,mp3videoconverter.videotomp3.mediaconverter.audioconverter,Video Players & Editors,0,0,"1,000+",1000,1349,TRUE,0,USD,131M,7.0 and up,Magestik Labs,,magestiklabs@gmail.com,"Oct 13, 2020","May 27, 2021",Everyone,http://zevienin.com/privacypolicyapps.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Evening Dress Design Ideas,com.asbak.EveningDressDesignIdeas,Books & Reference,0,0,100+,100,212,TRUE,0,USD,2.8M,2.3 and up,Asbak,https://docs.google.com/document/d/11veNhYlMv-lDi1krUB705ujlIEeBM4o2T52ZLalX94A/edit?usp=sharing,imayya1990@gmail.com,"Jan 18, 2020","Jan 18, 2020",Everyone,https://docs.google.com/document/d/11veNhYlMv-lDi1krUB705ujlIEeBM4o2T52ZLalX94A/edit?usp=sharing,FALSE,FALSE,FALSE,16-06-2021 02:48
Tabuada em Áudio,rm.tabuada.audio,Tools,3.9,9,"1,000+",1000,2237,TRUE,0,USD,6.0M,4.4 and up,EMRMB Apps,https://emrmbaplicativos.blogspot.com/,estelamariamedeiros9@gmail.com,"Mar 26, 2020","Mar 19, 2021",Everyone,https://www.dropbox.com/s/xb5y6nk8pxzkxb7/Pol%C3%ADtica%20de%20privacidade%20apps.pdf?dl=0,TRUE,FALSE,FALSE,16-06-2021 02:48
Shiftgig,shiftgig.com.worknow,Lifestyle,4.4,5366,"100,000+",100000,446859,TRUE,0,USD,18M,5.1 and up,Shiftgig,http://www.shiftgig.com,support@shiftgig.com,"Sep 25, 2014","Apr 15, 2021",Everyone,http://www.shiftgig.com/sg/privacy,FALSE,FALSE,FALSE,16-06-2021 02:48
Pendulum Drop,com.pendulum.game,Casual,4.6,11,500+,500,529,TRUE,0,USD,9.2M,4.1 and up,Harry Liversedge,https://harrysrepairs.co.uk,harry@harrysrepairs.co.uk,"Jun 1, 2017","May 27, 2020",Everyone,https://pendulum-drop.flycricket.io/privacy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
metrochurch.tv,io.echurch.metrochurchma,Lifestyle,0,0,100+,100,225,TRUE,0,USD,12M,4.1 and up,echurch Mobile,http://echurch.com,care@echurchgiving.com,"Oct 4, 2017","May 13, 2019",Everyone,http://echurch.com/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Sivry-rance app,com.goodbarber.sivry1,Travel & Local,0,0,50+,50,95,TRUE,0,USD,15M,4.1 and up,Titeca Dominique,http://www.sivry-rance.be,dominique.titeca@sivry-rance.be,"Apr 21, 2015","Sep 20, 2018",Everyone,http://m.sivry-rance.be/docs/PrivacyPolicy.pdf,TRUE,FALSE,FALSE,16-06-2021 02:48
BOSIG – Akustik,com.bosig.acoustic,Tools,0,0,100+,100,212,TRUE,0,USD,41M,6.0 and up,BOSIG GmbH,https://www.bosig.de,info@bosig.de,"Feb 1, 2021","Feb 01, 2021",Everyone,https://bosig.de/index.php/de/kontakt/datenschutz,FALSE,FALSE,FALSE,16-06-2021 02:48
Pocket Essex,com.ombiel.campusm.essex,Education,4.2,68,"10,000+",10000,13778,TRUE,0,USD,13M,5.0 and up,University of Essex - IT Services,https://www1.essex.ac.uk/it/contact/,it.helpdesk@essex.ac.uk,"Sep 17, 2015","Jun 03, 2021",Everyone,https://www.essex.ac.uk/disclaimer/website-privacy-and-cookies-policy,TRUE,FALSE,FALSE,16-06-2021 02:48
QMS,com.gmail.izis27.qms,Business,0,0,50+,50,63,TRUE,0,USD,48M,5.0 and up,Softburj Solution,,izis27@gmail.com,"Dec 31, 2020","Feb 25, 2021",Everyone,https://docs.google.com/document/d/e/2PACX-1vQRVsyt4KK8Q86_9a2kvebL5a6vPMmPNpEFaJZHlywAqVcPKflBYw9lW-9yLFTEN_ZjKaEpbarNtvjr/pub,FALSE,FALSE,FALSE,16-06-2021 02:48
Hunt Electric Service Division,com.servicespot.huntelectric,Lifestyle,0,0,1+,1,4,TRUE,0,USD,4.4M,4.4 and up,Service Fusion,http://www.huntelectric.com,servicecalendar@huntelectric.com,"Dec 10, 2019","Dec 10, 2019",Everyone,http://www.huntelectric.com,FALSE,FALSE,FALSE,16-06-2021 02:48
Bissi Player,com.easething.playerbissi,Video Players & Editors,0,0,10+,10,41,TRUE,0,USD,42M,5.0 and up,VANESSA HANNA,,bissiplayer@gmail.com,"Jun 26, 2019","Oct 18, 2019",Everyone,https://bissi.global/privacy-policy/,TRUE,FALSE,FALSE,16-06-2021 02:48
Kolik Bebek Saç Kurutma Makinesi Sesi,com.sackurutmamakinesi,Parenting,0,0,"5,000+",5000,5596,TRUE,0,USD,46M,2.2 and up,Mustafa Aygün,,emre190745@gmail.com,"Jul 2, 2018","Jul 02, 2018",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Death Moto,com.icloudzone.DeathMoto,Arcade,4.2,139393,"10,000,000+",10000000,18713042,TRUE,0,USD,21M,4.1 and up,ICLOUDZONE LTD.,http://www.icloudzone.com,product@wedo1.com,"Nov 7, 2012","Jul 07, 2020",Teen,http://www.wedo1.com/index.php/privacy-policy/,TRUE,TRUE,FALSE,16-06-2021 02:48
Finland Radio World,news.worldradio.finland,Entertainment,0,0,10+,10,29,TRUE,0,USD,9.5M,2.3 and up,WorldRadioNews,,worldradioglobal@gmail.com,"May 18, 2017","May 19, 2017",Everyone,http://www.buy-solution.com/copy-of-general-app,TRUE,TRUE,FALSE,16-06-2021 02:48
Laughing Sounds and Ringtones,com.simpleapps.laughingsounds,Entertainment,4.2,93,"50,000+",50000,99548,TRUE,0,USD,8.4M,4.0.3 and up,App Basic,http://appbasic.com,support@appbasic.com,"Nov 7, 2013","Jul 17, 2019",Everyone,http://appbasic.com/privacy,TRUE,FALSE,FALSE,16-06-2021 02:48
Guia Fox,br.sitefox.appfox,Communication,5,5,500+,500,691,TRUE,0,USD,2.3M,4.0.3 and up,SiteFox,http://www.sitefox.com.br,roberto@sitefox.com.br,"Feb 13, 2018","Jan 31, 2018",Everyone,http://www.foxcriacaodesitesbh.com.br/contato,TRUE,FALSE,FALSE,16-06-2021 02:48
SEAT Media Control with Amazon Alexa,com.seat.connectedcar.mediacontrol.alexa,Entertainment,1.8,171,"10,000+",10000,25011,TRUE,0,USD,73M,5.0 and up,SEAT S.A.,https://www.seat.com,seatapps@seat.es,,"Jun 26, 2020",Everyone,https://www.seat.com,FALSE,FALSE,FALSE,16-06-2021 02:48
오늘 뭐 먹지 -랜덤 추천 & 나만의 메뉴,com.apphands.todaysmenu,Food & Drink,0,0,10+,10,49,TRUE,0,USD,36M,5.0 and up,AppHands,https://apphand.blogspot.com/,apphand12@gmail.com,"May 14, 2020","May 24, 2020",Everyone,https://blog.naver.com/273kelvin/221859778022,TRUE,FALSE,FALSE,16-06-2021 02:48
Psychology Facts - Hindi,prashant.android.lenovo.hindipsychology,Entertainment,3.2,8,"1,000+",1000,3773,TRUE,0,USD,3.0M,4.4 and up,Prashant Karamadi,,prashant.karamadi31@gmail.com,"Aug 18, 2018","Aug 19, 2018",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Stack Blast ball: top casual platform,com.igorgorbenko.StackBlastBall,Arcade,4.7,34,500+,500,750,TRUE,0,USD,5.6M,5.0 and up,Gorbenko Igor,,tizzzminicraft@gmail.com,"Jan 6, 2021","Feb 07, 2021",Everyone,https://tizzzminicraft.wixsite.com/mysite/post/privacy-policyprivacy,TRUE,TRUE,FALSE,16-06-2021 02:48
"Trademap - Stocks, Fixed Income, Finance News",valemobi.com.br.trademap,Finance,4.4,39546,"1,000,000+",1000000,1170936,TRUE,0,USD,70M,4.4 and up,TradeMap: Finanças e Investimento,https://www.trademap.com.br,contato@trademap.com.br,"Jun 1, 2018","Jun 12, 2021",Everyone,https://www.trademap.com.br/termos-de-uso,FALSE,FALSE,FALSE,16-06-2021 02:48
SC-04G 取扱説明書,com.sec.android.japan.manual.sc04g,Books & Reference,3.7,50,"10,000+",10000,42232,TRUE,0,USD,Varies with device,Varies with device,Samsung Electronics MUMD,http://www.samsung.com/sec,mumd.support@samsung.com,,"Jun 01, 2017",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
İnci Saat,com.mapplico.incisaat,Shopping,0,0,10+,10,22,TRUE,0,USD,59M,4.0.3 and up,Mapplico,,info@mapplico.com,"Dec 18, 2019","Dec 18, 2019",Everyone,https://www.incisaat.com/sayfa/gizlilik-ve-guvenlik,FALSE,FALSE,FALSE,16-06-2021 02:48
Stammbaum Familienbuch,de.idowapro.app.family_and_friends,Books & Reference,0,0,100+,100,203,TRUE,0,USD,2.2M,4.4 and up,idowapro Agentur GmbH & Co. KG,http://www.idowapro.de,app@idowapro.de,"Aug 5, 2020","Apr 30, 2019",Everyone,http://app-family-friends.de,FALSE,FALSE,FALSE,16-06-2021 02:48
"Happy Hanukkah: Greetings, GIF Wishes, SMS Quotes",com.techzit.hanukkah,Lifestyle,4.2,5,"1,000+",1000,1714,TRUE,0,USD,8.9M,5.0 and up,TZLabs,https://toolsfairy.com,tzlabs4u@gmail.com,"Apr 16, 2019","Dec 10, 2020",Everyone,https://toolsfairy.com/privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
timerstack,org.linden.timerstack,Health & Fitness,0,0,0+,0,0,TRUE,0,USD,15M,5.0 and up,linden,,linster749@gmail.com,"Apr 3, 2021","Apr 03, 2021",Everyone,https://sites.google.com/view/timerstack/home,FALSE,FALSE,FALSE,16-06-2021 02:48
Wok Viet Asia - Sushi Berlin,de.gopizzago.lieferservice.berlin.app35922,Food & Drink,0,0,5+,5,8,TRUE,0,USD,16M,5.0 and up,goPIZZAgo.de,https://www.gopizzago.de,info@gopizzago.de,"Mar 24, 2021","Mar 24, 2021",Everyone,https://www.gopizzago.de/sicherheit-nutzungsbedingungen,FALSE,FALSE,FALSE,16-06-2021 02:48
Werepigs in Space - Turn Based Strategy Game,com.colechittim.werepigs,Arcade,4.7,9,100+,100,273,TRUE,0,USD,16M,4.1 and up,Cole Chittim,http://colechittim.com,officialwerepigs@gmail.com,"Mar 16, 2019","Jul 05, 2019",Everyone,https://colechittim.com/Privacy/privacy_policy_werepigs.html,TRUE,FALSE,FALSE,16-06-2021 02:48
MotorHunk - Buy Car & Bike Auto Accessories Online,com.motorhunk.android,Auto & Vehicles,0,0,"1,000+",1000,1896,TRUE,0,USD,1.5M,4.4 and up,KK Motors,https://www.motorhunk.com,support@motorhunk.com,"Jun 16, 2020","Jun 16, 2020",Everyone,https://www.motorhunk.com/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
Laundry Mate Pro,com.lb.laundrymatepro,House & Home,0,0,10+,10,11,TRUE,0,USD,8.5M,2.3 and up,Lawn Buddy App,,LawnBuddyApp@gmail.com,"Dec 20, 2017","Dec 20, 2017",Everyone,http://www.lawnbuddyapp.com,TRUE,FALSE,FALSE,16-06-2021 02:48
Hardcore Mod for Minecraft pe,com.addon_mcpe.minecraft_hardcoremode.hardcore_mod,Entertainment,4.6,15,"1,000+",1000,2569,TRUE,0,USD,11M,4.4 and up,MCTeakLLc,https://mcteakllc.netlify.app/,MCTeakLLc@outlook.fr,"May 26, 2021","May 26, 2021",Everyone,https://mcteakllc.netlify.app/MCTeakLLcPP,TRUE,FALSE,FALSE,16-06-2021 02:48
Modern House Maps,modern.house.mapzz9,Personalization,2.4,15,"5,000+",5000,7931,TRUE,0,USD,85M,5.1 and up,progerecumgs,,progerecumgs@gmail.com,"Feb 26, 2021","Jun 11, 2021",Teen,,FALSE,TRUE,FALSE,16-06-2021 02:48
Blue Star Night Theme,com.blue.star.night.theme,Personalization,4.1,7,500+,500,727,TRUE,0,USD,3.9M,4.0.3 and up,Dream world,,itsbesttheme@gmail.com,"Mar 25, 2019","Mar 25, 2019",Teen,http://tinyurl.com/yyupogxh,TRUE,FALSE,FALSE,16-06-2021 02:48
Indian Independence Day Wallpapers 4K & Ultra HD,com.wallpaperapp.indianindependenceday.wallpapers4kultrahd,Personalization,0,0,500+,500,578,TRUE,0,USD,6.2M,4.1 and up,Shreehari Developer,,harishree133@gmail.com,"Jul 25, 2020","Aug 02, 2020",Everyone,https://harishree123.blogspot.com/2020/07/indian-independence-day-wallpapers-4k.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Meetify,com.meetify,Lifestyle,5,10,100+,100,131,TRUE,0,USD,14M,4.1 and up,Technoma.la Inc.,http://www.meetify-app.com/,meetifyapp@gmail.com,"Jun 21, 2017","Jul 16, 2017",Everyone,https://docs.google.com/document/d/15bnuZSDtbP5FGWO1HEdDYTtU9Iip3OS3Dh-hyem_Jm4/edit?usp=sharing,FALSE,FALSE,FALSE,16-06-2021 02:48
Brainpower,com.saikrishnagopannagari.brainpower,Puzzle,0,0,50+,50,53,TRUE,0,USD,7.5M,4.2 and up,sunayanakrishna,http://www.sbtpvtltd.com,info@sbtpvtltd.com,"May 2, 2018","May 07, 2018",Everyone,https://www.sbtpvtltd.com/,TRUE,FALSE,FALSE,16-06-2021 02:48
EMBLEM3,escapemusic.android.a070emblemthree,Music & Audio,4.9,1000,"10,000+",10000,14740,TRUE,0,USD,27M,5.1 and up,escapex Limited,http://www.escapex.com,support@escapex.com,"Feb 5, 2016","Jul 28, 2020",Everyone,http://www.escapex.com/legal#privacy,TRUE,TRUE,FALSE,16-06-2021 02:48
custom keto diet,kiiiito.diiiiat.com,Health & Fitness,0,0,1+,1,2,TRUE,0,USD,2.8M,5.0 and up,malek.dev,,xxx2ux3@gmail.com,"Jun 2, 2021","Jun 03, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
BragðApp,com.urbanmana.bragdapp,Tools,0,0,50+,50,91,TRUE,0,USD,5.2M,8.0 and up,UrbanMania Ltd,http://bragdlaukathjalfun.hi.is,bragdlaukathjalfun@bragdlaukathjalfun.is,"Sep 25, 2018","Oct 21, 2019",Everyone,http://bragdlaukathjalfun.hi.is/privacy_policy,FALSE,FALSE,FALSE,16-06-2021 02:48
St. Joseph's Online Test,com.stjosephspkm.exam.two,Education,0,0,"1,000+",1000,2436,TRUE,0,USD,7.9M,4.4 and up,BESTSHINE EDUCATION CAMPUS PVT LTD,http://stjosephspallalakuppam.in,pksgroups002@gmail.com,"May 31, 2020","Jun 26, 2020",Everyone,http://stjosephspallalakuppam.in,FALSE,FALSE,FALSE,16-06-2021 02:48
Mini Games for Minecraft PE,mini.kini.gammll,Personalization,0,0,"5,000+",5000,5881,TRUE,0,USD,63M,5.1 and up,Hylasssss9,,tompkinsxgim09@gmail.com,"Apr 1, 2021","Apr 01, 2021",Teen,,FALSE,TRUE,FALSE,16-06-2021 02:48
Moofer Agent,com.mooferdriver,Maps & Navigation,0,0,1+,1,3,TRUE,0,USD,23M,5.0 and up,Moofer App Pty Ltd,http://moofer.com.au,admin@moofer.com.au,"Apr 29, 2021","May 24, 2021",Everyone,http://moofer.com.au/privacy-policy,FALSE,FALSE,FALSE,16-06-2021 02:48
India News - Newsfusion,com.briox.riversip.android.india.root,News & Magazines,4.5,86,"1,000+",1000,2285,TRUE,0,USD,17M,4.1 and up,Newsfusion,http://newsfusion.com/india-news,support@newsfusion.com,"Jan 22, 2014","Aug 16, 2019",Everyone,http://newsfusion.com/terms-privacy-policy,TRUE,TRUE,FALSE,16-06-2021 02:48
Radio CRF,radio.crf,Music & Audio,5,12,50+,50,73,TRUE,0,USD,8.8M,4.1 and up,Ministerio CRF,,daniel.rubio112@gmail.com,"Jul 29, 2020","Jul 29, 2020",Everyone,http://www.e-droid.net/privacy.php?ida=1149015&idl=en,FALSE,FALSE,FALSE,16-06-2021 02:48
Calm Sunset Beach WALLPAPER,com.goosefly.calmsunsetbeachhdgp,Personalization,0,0,100+,100,151,TRUE,0,USD,37M,4.0 and up,HD Live Wallpaper HQ,http://www.geniuscircle.co,geniuscircles@gmail.com,"Aug 23, 2016","Aug 23, 2016",Everyone,http://tinyurl.com/gw92dvc,TRUE,TRUE,FALSE,16-06-2021 02:48
Salesland SEMS,com.candamena.santandersems,Tools,0,0,10+,10,35,TRUE,0,USD,4.4M,5.0 and up,SALESLAND,,desarollosalesland@gmail.com,,"Apr 15, 2020",Everyone,http://www.salesland.net/politica-de-privacidad,FALSE,FALSE,FALSE,16-06-2021 02:48
Aladin,nl.sitedish.allaadin,Food & Drink,0,0,10+,10,38,TRUE,0,USD,1.9M,4.2 and up,Sitedish,http://www.sitedish.nl,info@sitedish.nl,"Jun 29, 2018","Jul 30, 2019",Everyone,https://www.sitedish.nl/privacybeleid.pdf,FALSE,FALSE,FALSE,16-06-2021 02:48
Ryan's World Videos,com.fwappstudio.ryans.videos,Entertainment,0,0,"1,000+",1000,1407,TRUE,0,USD,6.4M,4.1 and up,FW AppStudio,,Appsfw1@gmail.com,"Jan 8, 2021","Jan 08, 2021",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Bike Sheba,com.wBikeSheba_12523891,Shopping,0,0,50+,50,92,TRUE,0,USD,14M,4.4 and up,MD. HALIM,,admin@apkpcapps.ml,"Nov 10, 2020","Nov 10, 2020",Everyone,https://android-appprivacypolicy.blogspot.com/2020/11/bike-sheba-app-privacy-policy.html,FALSE,FALSE,FALSE,16-06-2021 02:48
اطعمة لتقوية الذاكرة والتركيز,com.andromo.dev548322.app771614,Books & Reference,0,0,"1,000+",1000,1544,TRUE,0,USD,3.9M,4.0 and up,Andrea Coffee,http://www.arbi24.com,creativecoffeecafe2k@gmail.com,"Mar 27, 2018","Mar 27, 2018",Everyone,https://sites.google.com/view/ghff/home,TRUE,FALSE,FALSE,16-06-2021 02:48
Bams Ayurveda Dictionary,com.margaloo.bamsayurveddictionary,Education,3.5,32,"10,000+",10000,13598,TRUE,0,USD,5.0M,4.0.3 and up,Omkarti Studio,,margaloo.apps@gmail.com,"Mar 14, 2019","Aug 23, 2020",Everyone,http://margalooapps.dexterintelligence.com/PrivacyPolicy.html,TRUE,TRUE,FALSE,16-06-2021 02:48
InfluxApp,com.influxhq.app,Health & Fitness,0,0,500+,500,512,TRUE,0,USD,5.1M,5.0 and up,InfluxHq,https://influxhq.com,support@influxapp.com,"Apr 12, 2021","May 04, 2021",Everyone,https://influxhq.com/about/privacy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Bigluma Online Market Store,com.bigluma_mv.android,Shopping,0,0,100+,100,295,TRUE,0,USD,18M,4.4 and up,Bigluma Online Market Store,https://bigluma.com/,marketing@bigluma.com,"Oct 15, 2020","Oct 31, 2020",Everyone,https://bigluma.com/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Fashionable Theme Simple Pop,jp.co.a_tm.android.plus_simple_and_pop,Personalization,4.3,112,"10,000+",10000,22005,TRUE,0,USD,903k,2.1 and up,#NAME?,http://android.atm-plushome.com/theme/index/?=am_plushome_in,info+android@atm-plushome.com,"Jul 8, 2014","Jul 09, 2014",Everyone,http://www.a-tm.co.jp/en/privacy/,TRUE,FALSE,FALSE,16-06-2021 02:48
BFES Swine,edu.tamu.tcat.bfes.swine,Business,0,0,10+,10,47,TRUE,0,USD,6.0M,4.4 and up,Texas A&M Engineering Experiment Station,http://eps.tamu.edu,eps-help@tees.tamus.edu,"Mar 27, 2015","Nov 11, 2015",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
BioPass ID Capture SDK Demo,br.com.vsoft.touchless,Business,0,0,50+,50,83,TRUE,0,USD,18M,5.0 and up,Vsoft Tecnologia,http://www.biopassid.com,comercial@vsoft.com.br,"May 29, 2020","Jun 20, 2020",Everyone,https://certfy.net/privacidade.html,FALSE,FALSE,FALSE,16-06-2021 02:48
Справочник водителя beta,com.ataman2293.ustroistvoavto.beta.myapplication,Books & Reference,4.3,1418,"100,000+",100000,166323,TRUE,0,USD,20M,2.3.3 and up,Avtoprogs28,,ataman2212@gmail.com,"Feb 19, 2016","Feb 23, 2016",Everyone,,FALSE,FALSE,FALSE,16-06-2021 02:48
Al-Janazah,com.credia.aljanazah,Books & Reference,0,0,500+,500,583,TRUE,0,USD,6.4M,4.1 and up,Eternal Gardens,http://www.eternalgardens.org.uk,eternalgardensuk@gmail.com,"Dec 14, 2017","Dec 14, 2017",Everyone,https://eternalgardens.org.uk/privacy-policy/,FALSE,FALSE,FALSE,16-06-2021 02:48
Home Decorators Collection,tti.stile,House & Home,2.7,23,"1,000+",1000,2454,TRUE,0,USD,24M,4.4 and up,"One World Technologies, Inc",http://homedepot.com/homedecorators,hdcsupport@ttigroupna.com,"Dec 19, 2019","Feb 14, 2020",Everyone,http://www6.homedepot.com/Mobile/QR/HDC/privacy.htm,FALSE,FALSE,FALSE,16-06-2021 02:48
English-Chinese Translator,com.linguaapps.translator.english.zh,Books & Reference,0,0,100+,100,234,TRUE,0,USD,1.1M,4.0 and up,Lingua Apps,,maniloffalexander@gmail.com,"Jul 20, 2018","Jul 20, 2018",Everyone,http://translator-arabic-chinese-zh.android-apps.online/privacy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
Cat Flux,com.GamesINC.CatFlux,Arcade,4.6,21,50+,50,94,TRUE,0,USD,13M,4.4 and up,GamesINC,https://gamesinc2020.wixsite.com/website,gamesinc2020@gmail.com,"May 31, 2020","Jun 09, 2020",Everyone,,TRUE,FALSE,FALSE,16-06-2021 02:48
Cute Cat Wallpaper,com.newandromo.dev637521.app816182,Personalization,0,0,100+,100,251,TRUE,0,USD,7.4M,4.1 and up,Castarica studio,,tukangopi@gmail.com,"Jul 7, 2020","Jul 07, 2020",Teen,https://docs.google.com/document/d/1UYkt4XiWndh9S1ORFCgfIskJuf3BK64ODStu_W3r-PY/edit?usp=sharing,TRUE,FALSE,FALSE,16-06-2021 02:48
Anchor Wallpapers,com.Gepengapps.AnchorWallpapers.wallpapers.personalization.lifestyle,Personalization,0,0,500+,500,794,TRUE,0,USD,24M,4.1 and up,Gepengapps,,gepengapp@gmail.com,"Apr 7, 2019","Oct 29, 2019",Everyone,https://docs.google.com/document/d/e/2PACX-1vRdkEaIYsPBJ_dGNRKClmjr8e8vy-K2lL0OVa_ck8XWWWSXvrjJe0sML1uq6j3skS-13hXx2EovqF_F/pub,TRUE,FALSE,FALSE,16-06-2021 02:48
TrenchEscape,com.Atirath.TrenchEscape,Puzzle,4.7,25,"50,000+",50000,55367,TRUE,0,USD,54M,5.0 and up,Atirath Gaming Private Ltd.,http://www.atirath.com/,googleplay@atirath.com,"Jan 4, 2018","May 12, 2021",Everyone,https://privacy.atirath.com/,TRUE,FALSE,FALSE,16-06-2021 02:48
Игра Престолов: Угадай Персонажа,com.iskandarmatlab.igraprestolovugadaikto,Puzzle,4.7,60,"1,000+",1000,3141,TRUE,0,USD,28M,5.0 and up,WMM (We Make Magic),http://pub-2nv6e-wq3gn.quickappninja.com,wmm.uzb@gmail.com,"Apr 1, 2020","May 31, 2020",Everyone,https://quickappninja.com/game-privacy-policy.html,TRUE,FALSE,FALSE,16-06-2021 02:48
PIONEER ACADEMY,com.myeduter_pioneer.web2apk,Education,0,0,10+,10,48,TRUE,0,USD,150k,4.0 and up,MYEDUTER,http://pioneeracademypace.com,pioneeracademypace@gmail.com,"Jul 10, 2019","Jul 10, 2019",Everyone,http://pioneeracademypace.com,FALSE,FALSE,FALSE,16-06-2021 02:48
